ITEM,NOMBRE
331190,ETIQUETA BRIO PERFORMANCE FYD - EMIRATOS
331193,PLEGADIZA CABATEL NF X 20 ML - EMIRATOS
331194,ETIQUETA ERIPANTO INY X 100 ML - EMIRATO
331195,PLEGADIZA ERIPANTO INY X 100 ML EMIRATO
331196,ET CIPERMETRINA 15EC X 1000 ML EMIRATO
331197,ETIQUETA MELOXIDOL X 50 ML - EMIRATOS
331198,PLEGADIZA MELOXIDOL X 50 ML - EMIRATOS
331199,ETIQUETA QIVERMEC 3.5 X 50 ML -˜ EMIRATO
331200,PLEGADIZA QIVERMEC 3.5 X 50 ML - EMIRATO
331201,ETIQUETA AUROCEF X 4 G - EMIRATOS
331202,ETIQUETA AUROCEF X 80 ML - EMIRATOS
331203,INSERTO AUROCEF - EMIRATOS
331204,ETIQUETA ACTIV GEL X 1KG
331205,ETIQUETA AUROCLEAN CATS X 25 KG
A61376,ABRAZADERA GALAPAGO SYPEL
A61377,BRIDA COMPLETA SYPEL
A31025,ACTIV GEL X KG
A51084,KIT ANTIHEMOPARASITOS
A51087,KIT POTRERO MINI
A51083,KIT PRODUCTOR LECHERO
A51085,KIT REPRO PLUS GANADERO
A51089,KIT REPRODUCCION EXPRESS
A51088,KIT SALUD BASICA
A51086,KIT SALUD TOTAL
A22066,AGUJA DESECHABLE 18G x 1 1/2? ? USO VET.
A22065,AGUJA DESECHABLE 18G x 1/2? ? USO VET.
A22056,DEXAMETAXONA- LH 10/ 50 ML
A22054,DEXAMETAXONA-LH 10/ 100 ML
A22055,DEXAMETAXONA-LH 10/ 20 ML
A21184,FLORALAC X 10 GR
A21183,FLORALAC X 100 GR
A21182,FLORALAC X 25 GR
A21181,FLORALAC X 500 GR
A21197,FLOXAGEN SOLUBLE X 1 L
A21198,FLOXAGEN SOLUBLE X 4 L
A21169,IXER X 1 L
A21170,IXER X 120 ML
A21172,IXER X 4 L
A21171,IXER X 60 ML
A22059,JER DESECHABLE 1 ML 25G X 1/2? USO VET.
A22062,JER DES 10 ML 18G x 1 1/2? USO VET.
A22063,JER DES20 ML 18G x 1 1/2? ? USO VET.
A22060,JER DES 3 ML 23G x 1? ? USO VET.
A22061,JER DES5 ML 18G x 1? ? USO VET.
A22064,JER DES 50 ML 18G x 1 1/2? USO VET
A21167,KETO SKIN MEDICADO X 200 ML
A21166,KETO SKIN X 1 L
A21174,NOVABRONCOL PETS X 120 ML
A21175,NOVABRONCOL X 1 L
A21176,NOVABRONCOL X 20 L
A21177,NOVABRONCOL X 4 L
A21185,OTICLEAN X 120 ML
A21187,OTICLEAN X 60 ML
A42004,PANTEK LAQUINSA X LT
A21179,PECTIKOL X 1 L
A21178,PECTIKOL X 120 ML
A21180,PECTIKOL X 4 L
A21191,R-QUILL BLOQUE X 100 G
A42002,SANITAS FORTE VET ENVASE 25 LITROS
A42003,SANITAS FORTE VET ENVASE 5 LITROS
A42005,TRISEPTIL-90 X KILO
A21164,NEXTMUNE 4000D STD ENG
A11173,ACTIV GEL X 35 G
A21165,KETO SKIN X 4 L
A21168,KETO SKIN MEDICADO X 30 ML
A21173,NOVABRONCOL X 120 ML
A21186,OTICLEAN X 250 ML
A31024,AVICUR POLVO X KG SACO
A21188,CEVAC SALMOVAC440 1000D IT/E
A21189,VTM HVT NDV + RISPENS 2000D CO
A21190,GEL DROPLET DILUENT 70G CA
A21192,MIXIBAC HG (1000 DOSIS)
A22057,MICROFISH 0.05 ML SYRINGE TUBE FEED
A51081,KIT ANAPIRAN X 250ML + AUROFARVIT X 50ML
A51082,KIT BOLDEBIG 250ML + AUROFARVIT 250ML
A21193,NOZZLE TXVK 6 (RED)
A21194,NOZZLE FILTER
A21195,NOZZLE SCREW
A21196,CEVAC SALMOVAC 1000D CO VE EC
A21199,FLOXAGEN SOLUBLE X 20 L
A22058,CHAMPU MEDICADO CON CLORHEXIDINA X 200ML
A42006,NOZZLE BODY
A42007,TELESCOPIC LANCE
A42008,MONOMETER
A22067,JERINGA DESECHABLE 1 ML 25G X 1/2 USO
A22068,JERINGA DESECHABLE 3 ML 23G x 1 USO V
A22069,JERINGA DESECHABLE 5 ML 18G x 1 USO V
A22070,JERINGA DESECHABLE 10 ML 18G x 1 1/2
A22071,JERINGA DESECHABLE 20 ML 18G x 1 1/2
A22072,JERINGA DESECHABLE 50 ML 18G x 1 1/2
A22073,AGUJA DESECHABLE 18G x 1/2 USO VET.
A22074,AGUJA DESECHABLE 18G x 1 1/2 USO VET.
221277,FRAGANCIA DE CANELA
221278,LACA TARTRACINA HC (AMARILLO )
221279,LACA AZUL NO 1
222012,COLOR NARANJA CONCENTRADO X KILO
523,CARBONATO DE CALCIO R-23
222014,HIDROSAL REGENERANTE DI HS 25 X BULTO 25
311161,ROLLO TRILAM ERIPANTO X 24 G PROQUIVET
311162,ROLLO TRILAM AVICUR X 20 G PROQUIVET
311164,ROLLO TRILAM AVICUR X 20 G BLISTECO
311165,ROLLO TRILAM COCCIDIOL X 25 GR PROQUIVET
311166,ROLLO TRILAM COCCIDIOL X 25 GR BLISTECO
311167,ROLLO TRILAM SULFACOCCIDIOL X 25 G PROQU
311168,ROLLO TRILAM SULFACOCCIDIOL X 25 G BLIST
311169,ROLLO TRILAM AUROVITEL X 10 G PROQUIVET
311170,ROLLO TRILAM AUROVITEL X 10 G BLISTECO
311171,ROLLO TRILAM AUROVITEL X 20 G PROQUIVET
311172,ROLLO TRILAM AUROVITEL X 20 G BLISTECO
311173,ROLLO TRILAM AUROVITEL X 10 G PROQUIVET
311174,ROLLO TRILAM AUROVITEL X 10 G BLISTECO
311175,ROLLO TRILAM AURODIARREGAN NF X 20 G PRO
311177,ROLLO TRILAM MUESTRAS SANITAS
331191,JERINGA SIN IMPRESIN X 20 ML
331192,ETIQUETA CABATEL NF X 20 ML EMIRATOS
331206,CAJA DE CARTON CERTIFICADA ONU 47*30*26
331207,ETIQUETA MELOXIDOL X 100ML AFRICA
331208,PLEGADIZA MELOXIDOL X 100ML AFRICA
331209,ETIQUETA AUROTILMICOSIN X 240 ML AFRIC
331210,ETIQUETA FLORMIX X 1.000 ML AFRICA
A42009,NEXTMUNE 2000D BR/MX/CO/PE/AR/
A61374,BEBEDERO AUT ROSCA INT
A61375,SACO SEGUNDA 85 CMS X 400 UNIDADES
A61378,EMPAQUE BEBEDERO DOBLE FIN SYPEL
A61379,AZADON BELLOTA 310 B
A61380,"ZAPAPICO BELLOTA 4,5 LB CON MANGO FV"
A61381,ZAPAPICO BELLOTA 809 0 SP
A61382,HERRADURA LANCERO TRABAJO T26 X UND
A61383,HERRADURA LIBERO 4X0 T25 CJA X 10 JUEGOS
VS0001,FLETE POR EXPORTACIONES
VS0002,SEGURO POR EXPORTACIONES
VS0003,FLETES NACIONALES GRAVADOS 19%
VS0009,ALQUILER SISTEMA ECA
CS3515043,ANALISIS MICROBIOLOGICO
CS3515042,ANALISIS FISICOQUIMICO
DV001,DESCUENTOS COMERCIALES EN VENTAS
DV002,REV DESCUENTOS COMERCIALES EN VENTAS
DV003,DESCUENTOS PRONTO PAGO 3%
DV004,DESCUENTOS PRONTO PAGO 5%
DV005,DESCUENTOS PRONTO PAGO 8%
A42010,S 100 LIMPIADOR ALCALINO CLORADO x 20 LT
A42011,A 500 LIMPIADOR ACIDO DESINCRUSTANTE x 2
A42012,OXICLEAN 5 BACTERICIDA LIQUIDO x 20 LTS
A42013,BIOQUAT DESINFECTANTE MIXTO GERMICIDA x
CS359530,RECOLECCION DE RESIDUOS SIN IVA
331211,BOLSA PLASTICA CIERRE HERMETICO 10X12CM
331212,CAJA CORRUGADA MASTER 80 UNDS (58.5*46*2
331213,CAJA CORRUGADA MASTER 120 UNDS (49.5*31.
331214,CAJA CORRUGADA JUNIOR 15 UNDS (24*15*9.5
331215,CAJA CORRUGADA JUNIOR 10 UNDS (28.5*21.5
331216,CAJA CORRUGADA PARA GARRAFA CUADRADA DE
331217,PLEGADIZA DIS AUROVITEL X 45 SB X 10 GR
331218,PLEGADIZA DIS AUROVITEL X 45 SB X 20GR
331219,SOBRE AUROVITEL X 20 G ALIMENTO (23410 S
331220,SOBRE AUROVITEL X 10 G ALIMENTOS
331221,ETIQUETA CIPROFARM X 25 KG
331222,INSERTO MELOXIDOL   EMIRATOS
A11174,MELOXIDOL X 100 ML AFRICA
A11178,CRAYON DE MARCACION CJ X12 COLOR ROJO
A11179,CRAYON DE MARCACION CJ X12 COLOR AZUL
A11180,CRAYON DE MARCACION CJ X12 VERDE
A11181,LINNER ALUMINIO 119.5mm
A22075,CABATEL NF X 20ML   EMIRATOS
A42014,CRAYON DE MARCACION
A42015,TRISEPTIL 90 X 4.2 KILOS
A51090,BRILLA PEL X 25 KG
